fips,avg_wkly_wage,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg,ind,own,size,qtr,year
01000,1025,24,2.4,10,8,0,1,2021
02000,1134,16,1.4,10,8,0,1,2021
04000,1080,6,0.6,10,8,0,1,2021
05000,873,-5,-0.6,10,8,0,1,2021
06000,1500,64,4.5,10,8,0,1,2021
08000,1186,43,3.8,10,8,0,1,2021
09000,1270,21,1.7,10,8,0,1,2021
10000,1046,-129,-11.0,10,8,0,1,2021
11000,2168,33,1.5,10,8,0,1,2021
12000,1070,-1,-0.1,10,8,0,1,2021
13000,1022,41,4.2,10,8,0,1,2021
15000,1316,104,8.6,10,8,0,1,2021
16000,851,20,2.4,10,8,0,1,2021
17000,1178,66,5.9,10,8,0,1,2021
18000,970,30,3.2,10,8,0,1,2021
19000,1005,27,2.8,10,8,0,1,2021
20000,846,33,4.1,10,8,0,1,2021
21000,922,39,4.4,10,8,0,1,2021
22000,929,11,1.2,10,8,0,1,2021
23000,965,49,5.3,10,8,0,1,2021
24000,1482,83,5.9,10,8,0,1,2021
25000,1317,53,4.2,10,8,0,1,2021
26000,1107,36,3.4,10,8,0,1,2021
27000,1118,16,1.5,10,8,0,1,2021
28000,867,20,2.4,10,8,0,1,2021
29000,917,39,4.4,10,8,0,1,2021
30000,965,55,6.0,10,8,0,1,2021
31000,964,29,3.1,10,8,0,1,2021
32000,1154,4,0.3,10,8,0,1,2021
33000,1004,3,0.3,10,8,0,1,2021
34000,1411,80,6.0,10,8,0,1,2021
35000,1057,50,5.0,10,8,0,1,2021
36000,1390,50,3.7,10,8,0,1,2021
37000,1011,7,0.7,10,8,0,1,2021
38000,983,45,4.8,10,8,0,1,2021
39000,1121,38,3.5,10,8,0,1,2021
40000,935,17,1.9,10,8,0,1,2021
41000,1261,108,9.4,10,8,0,1,2021
42000,1160,30,2.7,10,8,0,1,2021
44000,1300,30,2.4,10,8,0,1,2021
45000,978,23,2.4,10,8,0,1,2021
46000,882,32,3.8,10,8,0,1,2021
47000,970,23,2.4,10,8,0,1,2021
48000,1085,46,4.4,10,8,0,1,2021
49000,998,43,4.5,10,8,0,1,2021
50000,1057,15,1.4,10,8,0,1,2021
51000,1207,52,4.5,10,8,0,1,2021
53000,1386,83,6.4,10,8,0,1,2021
54000,945,2,0.2,10,8,0,1,2021
55000,979,10,1.0,10,8,0,1,2021
56000,991,25,2.6,10,8,0,1,2021
72000,623,11,1.8,10,8,0,1,2021
78000,1095,-60,-5.2,10,8,0,1,2021
US000,1176,40,3.5,10,8,0,1,2021
